explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi
10.1021/bi2016537,"Mollwitz, B, Brunk, E, Schmitt, S, et al. Directed evolution of the suicide protein O6-alkylguanine-DNA alkyltransferase for Increased reactivity results in an alkylated protein with exceptional stability. Biochemistry 2012; 51: 986–94. PMID: 22280500",10.1021/bi2016537,10.1021/bi2016537,10.1021/bi2016537
10.1016/j.chembiol.2008.01.007,"Gautier, A, Juillerat, A, Heinis, C, et al. An engineered protein tag for multiprotein labeling in living cells. Chem Biol 2008; 15: 128–36. PMID: 18291317",10.1016/j.chembiol.2008.01.007,10.1016/j.chembiol.2008.01.007,10.1016/j.chembiol.2008.01.007
10.1038/s41592-018-0017-z,"Vogel, P, Moschref Merkle, MM, Li, Q, et al. Efficient and precise editing of endogenous transcripts with SNAP-tagged ADARs. Nat Methods 2018; 15: 535–8. PMID: 29967493",10.1038/s41592-018-0017-z,10.1038/s41592-018-0017-z,10.1038/s41592-018-0017-z
10.1021/ja100117u,"Srikun, D, Albers, AE, Nam, CI, et al. Organelle-targetable fluorescent probes for imaging hydrogen peroxide in living cells via SNAP-Tag protein labeling. J Am Chem Soc 2010; 132: 4455–65. PMID: 20201528",10.1021/ja100117u,10.1021/ja100117u,10.1021/ja100117u
10.1021/ac501041w,"Abo, M, Minakami, R, Miyano, K, et al. Visualization of phagosomal hydrogen peroxide production by a novel fluorescent probe that is localized via SNAP-tag labeling. Anal Chem 2014; 86: 5983–90. PMID: 24862209",10.1021/ac501041w,10.1021/ac501041w,10.1021/ac501041w
10.1038/nchembio.1554,"Griss, R, Schena, A, Reymond, L, et al. Bioluminescent sensor proteins for point-of-care therapeutic drug monitoring. Nat Chem Biol 2014; 10: 598–603. PMID: 24907901",10.1038/nchembio.1554,10.1038/nchembio.1554,10.1038/nchembio.1554
10.1021/ja806634e,"Tomat, E, Nolan, EM, Jaworski, J, Lippard, SJ. Organelle-specific zinc detection using zinpyr-labeled fusion proteins in live cells. J Am Chem Soc 2008; 130: 15776–7. PMID: 18973293",10.1021/ja806634e,10.1021/ja806634e,10.1021/ja806634e
10.1021/ac100741t,"Kamiya, M, Johnsson, K. Localizable and highly sensitive calcium indicator based on a BODIPY fluorophore. Anal Chem 2010; 82: 6472–9. PMID: 20590099",10.1021/ac100741t,10.1021/ac100741t,10.1021/ac100741t
10.1002/anie.201005931,"Saccà, B, Meyer, R, Erkelenz, M, et al. Orthogonal protein decoration of DNA origami. Angew Chem Int Ed Engl 2010; 49: 9378–83. PMID: 21031395",10.1002/anie.201005931,10.1002/anie.201005931,10.1002/anie.201005931
10.1074/jbc.m111.308320,"Perugino, G, Vettone, A, Illiano, G, et al. Activity and regulation of archaeal DNA alkyltransferase: conserved protein involved in repair of DNA alkylation damage. J Biol Chem 2012; 287: 4222–31. PMID: 22167184",10.1074/jbc.a111.308320,10.1074/jbc.m111.308320,10.1074/jbc.a111.308320
10.1093/nar/gkv774,"Perugino, G, Miggiano, R, Serpe, M, et al. Structure-function relationships governing activity and stability of a DNA alkylation damage repair thermostable protein. Nucleic Acids Res 2015; 43: 8801–16. PMID: 26227971",10.1093/nar/gkv774,10.1093/nar/gkv774,10.1093/nar/gkv774
10.1007/s00792-015-0791-9,"Vettone, A, Serpe, M, Hidalgo, A, et al. A novel thermostable protein-tag: optimization of the Sulfolobus solfataricus DNA-alkyl-transferase by protein engineering. Extremophiles 2016; 20: 1–13. PMID: 26499124",10.1007/s00792-015-0791-9,10.1007/s00792-015-0803-9,10.1007/s00792-015-0791-9
10.1371/journal.pone.0185791,"Visone, V, Han, W, Perugino, G, et al. In vivo and in vitro protein imaging in thermophilic archaea by exploiting a novel protein tag. PloS One 2017; 12: e0185791. PMID: 28973046",10.1371/journal.pone.0185791,10.1371/journal.pone.0185791,10.1371/journal.pone.0185791
10.1155/2019/9848253,"Lo Gullo, G, Mattossovich, R, Perugino, G, et al. Optimization of an in vitro transcription/translation system based on Sulfolobus solfataricus cell lysate. Archaea 2019; 2019: 9848253. PMID: 30886540",10.1155/2019/9848253,10.1155/2019/9848253,10.1155/2019/9848253
10.1080/14756366.2018.1559161,"Merlo, R, Del Prete, S, Valenti, A, et al. An AGT-based protein-tag system for the labelling and surface immobilization of enzymes on E. coli outer membrane. J Enzyme Inhib Med Chem 2019; 34: 490–9. PMID: 30724623",10.1080/14756366.2018.1559161,10.1080/14756366.2018.1559161,10.1080/14756366.2018.1559161
10.1080/14756366.2019.1605991,"Del Prete, S, Merlo, R, Valenti, A, et al. Thermostability enhancement of the α-carbonic anhydrase from Sulfurihydrogenibium yellowstonense by using the anchoring-and-self-labelling-protein-tag system (ASL tag). J Enzyme Inhib Med Chem 2019; 34: 946–54. PMID: 31039618",10.1080/14756366.2019.1605991,10.1080/14756366.2019.1605991,10.1080/14756366.2019.1605991
10.1021/jm00101a028,"Moschel, RC, McDougall, MG, Dolan, ME, et al. Structural features of substituted purine derivatives compatible with depletion of human O6-alkylguanine-DNA alkyltransferase. J Med Chem 1992; 35: 4486–91. PMID: 1447749",10.1021/jm00101a028,10.1021/jm00101a028,10.1021/jm00101a028
10.1021/jm00029a005,"Chae, MY, McDougall, MG, Dolan, ME, et al. Substituted O6-benzylguanine derivatives and their inactivation of human O6-alkylguanine-DNA alkyltransferase. J Med Chem 1994; 37: 342–7. PMID: 8308861",10.1021/jm00029a005,10.1021/jm00029a005,10.1021/jm00029a005
10.1021/tx9700580,"Terashima, I, Kawate, H, Sakumi, K, et al. Substrate specificity of human O6-methylguanine-DNA methyltransferase for O6-benzylguanine derivatives in oligodeoxynucleotides. Chem Res Toxicol 1997; 10: 1234–9. PMID: 9403175",10.1021/tx9700580,10.1021/tx9700580,10.1021/tx9700580
10.1021/jm9708644,"McElhinney, RS, Donnelly, DJ, McCormick, JE, et al. Inactivation of O6-alkylguanine-DNA alkyltransferase. 1. Novel O6-(hetarylmethyl)guanines having basic rings in the side chain. J Med Chem 1998; 41: 5265–71. PMID: 9857094",10.1021/jm9708644,10.1021/jm9708644,10.1021/jm9708644
,"Sun, G, Fan, T, Zhang, N, et al. Identification of the structural features of guanine derivatives as MGMT inhibitors using 3D-QSAR modeling combined with molecular docking. Molecules 2016; 21: 823–44.",10.3390/molecules21070823,10.3390/molecules21070823,10.3390/molecules21070823
10.1021/ol201430x,"Zhang, CJ, Li, L, Chen, GYJ, et al. One-and two-photon live cell imaging using a mutant SNAP-Tag protein and its FRET substrate pairs. Org Lett 2011; 13: 4160–3. PMID: 21786765",10.1021/ol201430x,10.1021/ol201430x,10.1021/ol201430x
10.1016/j.ejmech.2016.10.067,"Huang, M, Deng, Z, Tian, J, Liu, T. Synthesis and biological evaluation of salinomycin triazole analogues as anticancer agents. Eur J Med Chem 2017; 127: 900–8. PMID: 27876192",10.1016/j.ejmech.2016.10.067,10.1016/j.ejmech.2016.10.067,10.1016/j.ejmech.2016.10.067
,"Leng, S, Qiao, Q, Miao, L, et al. A wash-free SNAP-tag fluorogenic probe based on the additive effects of quencher release and environmental sensitivity. Chem Commun 2017; 53: 6448–51.",10.1039/c7cc01483j,10.1039/c7cc01483j,10.1039/c7cc01483j
10.1021/ja034145s,"Kindermann, M, George, N, Johnsson, N, Johnsson, K. Covalent and selective immobilization of fusion proteins. J Am Chem Soc 2003; 125: 7810–1. PMID: 12822993",10.1021/ja034145s,10.1021/ja034145s,10.1021/ja034145s
10.1007/s00792-019-01134-3,"Mattossovich, R, Merlo, R, Fontana, A, et al. A journey down to hell: new thermostable protein-tags for biotechnology at high temperatures. Extremophiles 2020; 24: 81–91. PMID: 31555904",10.1007/s00792-019-01134-3,10.1007/s00792-019-01134-3,10.1007/s00792-019-01134-3
10.1016/j.bbrc.2018.04.139,"Rossi, F, Morrone, C, Massarotti, A, et al. Crystal structure of a thermophilic O6-alkylguanine-DNA alkyltransferase-derived self-labeling protein-tag in covalent complex with a fluorescent probe. Biochem Biophys Res Commun 2018; 500: 698–703. PMID: 29684348",10.1016/j.bbrc.2018.04.139,10.2210/pdb6ga0/pdb,10.1016/j.bbrc.2018.04.139
10.1002/jcc.20292,"Banks, JL, Beard, HS, Cao, Y, et al. Integrated Modeling Program, Applied Chemical Theory (IMPACT). J Comput Chem 2005; 26: 1752–80. PMID: 16211539",10.1002/jcc.20292,10.1002/jcc.20292,10.1002/jcc.20292
,"Toukmaji, AY, Board, JA, Jr,. Ewald summation techniques in perspective: a survey. Comput Phys Commun 1996; 95: 73–92.",10.1016/0010-4655(96)00016-1,10.1016/0010-4655(96)00016-1,10.1016/0010-4655(96)00016-1
10.1063/1.2018637,"Zielkiewicz, J. Structural properties of water: comparison of the SPC, SPCE, TIP4P, and TIP5P models of water. J Chem Phys 2005; 123: 104501. PMID: 16178604",10.1063/1.2178809,10.1063/1.2018637,10.1063/1.2018637
,"Martyna, GJ, Klein, ML, Tuckerman, M. Reversible multiple time scale molecular dynamics. J Chem Phys 1992; 97: 2635–43.",10.1063/1.463137,10.1063/1.463137,10.1063/1.463137
,"Evans, DJ, Holian, BL. The Nose–Hoover thermostat. J Chem Phys 1985; 3: 4069.",10.1063/1.449071,10.1063/1.449071,10.1063/1.449071
10.1042/bj20150833,"Miggiano, R, Perugino, G, Ciaramella, M, et al. Crystal structure of Mycobacterium tuberculosis O6-methylguanine-DNA methyltransferase protein clusters assembled on to damaged DNA. Biochem J 2016; 473: 123–33. PMID: 26512127",10.1042/bj20150833,10.1042/bj20150833,10.1042/bj20150833
10.1016/j.bbagen.2016.10.020,"Morrone, C, Miggiano, R, Serpe, M, et al. Interdomain interactions rearrangements control the reaction steps of a thermostable DNA alkyltransferase. Biochim Biophys Acta Gen Subj 2017; 1861: 86–96. PMID: 27777086",10.1016/j.bbagen.2016.10.020,10.1016/j.bbagen.2016.10.020,10.1016/j.bbagen.2016.10.020
10.1158/1078-0432.ccr-05-2198,"Ranson, M, Middleton, MR, Bridgewater, J, et al. Lomeguatrib, a potent inhibitor of O6-alkylguanine-DNA-alkyltransferase: phase I safety, pharmacodynamic, and pharmacokinetic trial and evaluation in combination with temozolomide in patients with advanced solid tumors. Clin Cancer Res 2006; 12: 1577–84. PMID: 16533784",10.1158/1078-0432.ccr-05-2198,10.1158/1078-0432.ccr-05-2198,10.1158/1078-0432.ccr-05-2198
10.1002/smll.201102284,"Colombo, M, Mazzucchelli, S, Montenegro, JM, et al. Protein oriented ligation on nanoparticles exploiting O6-alkylguanine-DNA transferase (SNAP) genetically encoded fusion. Small 2012; 8: 1492–7. PMID: 22431243",10.1002/smll.201102284,10.1002/smll.201102284,10.1002/smll.201102284
,"Song, X, Wang, C, Han, Z, et al. Terminal alkyne substituted O6-benzylguanine for versatile and effective syntheses of fluorescent labels to genetically encoded SNAP-tags. RSC Adv 2015; 5: 23646–9.",10.1039/c4ra17072e,10.1039/c4ra17072e,10.1039/c4ra17072e
10.1002/prot.24548,"Ferraris, DM, Spallek, R, Oehlmann, W, et al. Structure of Thermococcus litoralis Δ 1‐pyrroline‐2‐carboxylate reductase in complex with NADH and L‐proline. Proteins 2014; 82: 2268–74. PMID: 24615888",10.2210/pdb6t3e/pdb,10.2210/pdb6t3e/pdb,10.2210/pdb6t3e/pdb
10.1016/j.ab.2004.05.058,"Huber, W, Perspicace, S, Kohler, J, et al. SPR-based interaction studies with small molecular weight ligands using hAGT fusion proteins. Anal Biochem 2004; 333: 280–8. PMID: 15450803",10.1016/j.ab.2004.05.058,10.1016/j.ab.2004.05.058,10.1016/j.ab.2004.05.058
10.1021/acs.bioconjchem.6b00315,"Niesen, J, Sack, M, Seidel, M, et al. SNAP-Tag technology: a useful tool to determine affinity constants and other functional parameters of novel antibody fragments. Bioconjug Chem 2016; 27: 1931–41. PMID: 27391930",10.1021/acs.bioconjchem.6b00315,10.1021/acs.bioconjchem.6b00315,10.1021/acs.bioconjchem.6b00315
10.1016/j.bpj.2010.08.012,"Testa, I, Wurm, CA, Medda, R, et al. Multicolor fluorescence nanoscopy in fixed and living cells by exciting conventional fluorophores with a single wavelength. Biophys J 2010; 99: 2686–94. PMID: 20959110",10.1016/j.bpj.2010.08.012,10.1016/j.bpj.2010.08.012,10.1016/j.bpj.2010.08.012
,"Miggiano, R, Valenti, A, Rossi, F, et al. Every OGT is illuminated … by fluorescent and synchrotron lights. Int J Mol Sci 2017; 18: 2613–31.",10.3390/ijms18122613,10.3390/ijms18122613,10.3390/ijms18122613
10.1038/ncomms15352,"Zweerink, S, Kallnik, V, Ninck, S, et al. Activity-based protein profiling as a robust method for enzyme identification and screening in extremophilic Archaea. Nat Commun 2017; 8: 15352. PMID: 28480883",10.1038/ncomms15352,10.1038/ncomms15352,10.1038/ncomms15352
