explicit_doi,bibref,retrieved_local_doi,retrieved_remote_doi,manual_doi
10.1002/sia.1984,"Grosvenor, AP, Kobe, BA, Biesinger, MC, McIntyre, NS. Investigation of multiplet splitting of Fe 2p XPS spectra and bonding in iron compounds, Surf. Interface Anal, 2004, 36, 1564, 1574, DOI: 10.1002/sia.1984",10.1002/sia.1984,10.1002/sia.1984,10.1002/sia.1984
10.1021/acsnano.5b05984,"Jia, Q. Experimental observation of redox-induced Fe–N switching behavior as a determinant role for oxygen reduction activity, ACS Nano, 2015, 9, 12496, 12505, DOI: 10.1021/acsnano.5b05984, PMID: 26566192",10.1021/acsnano.5b05984,10.1021/acsnano.5b05984.s001,10.1021/acsnano.5b05984
10.1021/jacs.6b09470,"Sa, YJ. A general approach to preferential formation of active Fe–N, x sites in Fe–N/C electrocatalysts for efficient oxygen reduction reaction, J. Am. Chem. Soc, 2016, 138, 15046, 15056, DOI: 10.1021/jacs.6b09470, PMID: 27750429",10.1021/jacs.6b09470.s001,10.1021/jacs.6b09470.s001,10.1021/jacs.6b09470
10.1039/c4dt03207a,"Colomban, C. Synthesis and characterization of μ-nitrido, μ-carbido and μ-oxo dimers of iron octapropylporphyrazine, Dalton Trans, 2015, 44, 2240, 2251, DOI: 10.1039/C4DT03207A, PMID: 25519523",10.1039/c4dt03207a,10.1039/c4dt03207a,10.1039/c4dt03207a
10.1021/cg030013z,"Lee, HM, Olmstead, MM, Gross, GG, Balch, AL. Cocrystallization of binuclear iron(III) porphyrins with C, 60: bending of μ-O{Fe, III(octaethylporphyrin)} and the first structure of the iron(III) octaethyloxophlorin dimer, Cryst. Growth Des, 2003, 3, 691, 697, DOI: 10.1021/cg030013z",10.1021/cg030013z,10.1021/cg030013z,10.1021/cg030013z
10.1021/ja964352a,"Westre, TE. A multiplet analysis of Fe K-edge 1s → 3d pre-edge features of iron complexes, J. Am. Chem. Soc, 1997, 119, 6297, 6314, DOI: 10.1021/ja964352a",10.1021/ja964352a,10.1021/ja964352a,10.1021/ja964352a
10.1021/ic00207a017,"Palmer, SM. Preparation, structures, and physical properties of two products from the iodination of (phthalocyaninato)iron(II), Inorg. Chem, 1985, 24, 2040, 2046, DOI: 10.1021/ic00207a017",10.1021/ic00207a017,10.1021/ic00207a017,10.1021/ic00207a017
10.1016/s0020-1693(98)00393-4,"Janczak, J, Kubiak, R, Hahn, F. A neutral molecule of I2 as a bridge for dimerization of iodine iron(III) phthalocyanine, Inorg. Chim. Acta, 1999, 287, 101, 104, DOI: 10.1016/S0020-1693(98)00393-4",10.1016/s0020-1693(98)00393-4,10.1016/s0020-1693(98)00393-4,10.1016/s0020-1693(98)00393-4
10.1016/j.electacta.2007.03.046,"Salimi, A, MamKhezri, H, Hallaj, R, Zandi, S. Modification of glassy carbon electrode with multi-walled carbon nanotubes and iron(III)-porphyrin film: application to chlorate, bromate and iodate detection, Electrochim. Acta, 2007, 52, 6097, 6105, DOI: 10.1016/j.electacta.2007.03.046",10.1016/j.electacta.2007.03.046,10.1016/j.electacta.2007.03.046,10.1016/j.electacta.2007.03.046
10.1016/j.jpowsour.2012.05.043,"He, Q. Molecular catalysis of the oxygen reduction reaction by iron porphyrin catalysts tethered into Nafion layers: An electrochemical study in solution and a membrane-electrode-assembly study in fuel cells, J. Power Sources, 2012, 216, 67, 75, DOI: 10.1016/j.jpowsour.2012.05.043",10.1016/j.jpowsour.2012.05.043,10.1016/j.jpowsour.2012.05.043,10.1016/j.jpowsour.2012.05.043
10.1021/acs.jpclett.7b01126,"Alsudairi, A. Resolving the Iron Phthalocyanine Redox Transitions for ORR Catalysis in Aqueous Media, J. Phys. Chem. Lett, 2017, 8, 2881, 2886, DOI: 10.1021/acs.jpclett.7b01126, PMID: 28598166",10.1021/acs.jpclett.7b01126,10.1021/acs.jpclett.7b01126,10.1021/acs.jpclett.7b01126
10.1149/1.2109667,"Zhang, L, Song, C, Zhang, J, Wang, H, Wilkinson, DP. Temperature and pH dependence of oxygen reduction catalyzed by iron fluoroporphyrin adsorbed on a graphite electrode, J. Electrochem. Soc, 2005, 152, A2421, A2426, DOI: 10.1149/1.2109667",10.1149/1.2109667,10.1149/1.2171714,10.1149/1.2109667
10.1021/acscentsci.9b00114,"Jackson, MN, Pegis, ML, Surendranath, Y. Graphite-conjugated acids reveal a molecular framework for proton-coupled electron transfer at electrode surfaces, ACS Cent. Sci, 2019, 5, 831, 841, PMID: 31139719",10.1021/acscentsci.9b00114,10.1021/acscentsci.9b00114,10.1021/acscentsci.9b00114
10.1021/acscatal.9b00588,"Luo, F. Accurate evaluation of active-site density (SD) and turnover frequency (TOF) of PGM-free metal–nitrogen-doped carbon (MNC) electrocatalysts using CO cryo adsorption, ACS Catal, 2019, 9, 4841, 4852, DOI: 10.1021/acscatal.9b00588",10.1021/acscatal.9b00588.s001,10.1021/acscatal.9b00588.s001,10.1021/acscatal.9b00588
,"Asset, T, Atanassov, P. Iron-Nitrogen-Carbon Catalysts for Proton Exchange Membrane, Fuel Cells Joule, 2020, 4, 33, 44",10.1016/j.joule.2019.12.002,10.1016/j.joule.2019.12.002,10.1016/j.joule.2019.12.002
10.1021/jp500781v,"Tylus, U. Elucidating oxygen reduction active sites in pyrolyzed metal–nitrogen coordinated non-precious-metal electrocatalyst systems, J. Phys. Chem. C, 2014, 118, 8999, 9008, DOI: 10.1021/jp500781v",10.1021/jp500781v,10.1021/jp500781v,10.1021/jp500781v
10.1039/c6ee01160h,"Li, J. Structural and mechanistic basis for the high activity of Fe–N–C catalysts toward oxygen reduction, Energy Environ. Sci, 2016, 9, 2418, 2432, DOI: 10.1039/C6EE01160H",10.1039/c6ee01160h,10.1039/c6ee01160h,10.1039/c6ee01160h
10.1016/j.elecom.2019.04.005,"Zúñiga, C. Elucidating the mechanism of the oxygen reduction reaction for pyrolyzed Fe-N-C catalysts in basic media, Electrochem. Commun, 2019, 102, 78, 82, DOI: 10.1016/j.elecom.2019.04.005",10.1016/j.elecom.2019.04.005,10.1016/j.elecom.2019.04.005,10.1016/j.elecom.2019.04.005
10.1021/jacs.7b10723,"Jackson, MN. Strong electronic coupling of molecular sites to graphitic electrodes via pyrazine conjugation, J. Am. Chem. Soc, 2018, 140, 1004, 1010, DOI: 10.1021/jacs.7b10723, PMID: 29216428",10.1021/jacs.7b10723.s001,10.1021/jacs.7b10723.s001,10.1021/jacs.7b10723
10.1021/ic00037a007,"Fitzgerald, JP, Haggerty, BS, Rheingold, AL, May, L, Brewer, GA. Iron octaethyltetraazaporphyrins: synthesis, characterization, coordination chemistry, and comparisons to related iron porphyrins and phthalocyanines, Inorg. Chem, 1992, 31, 2006, 2013, DOI: 10.1021/ic00037a007",10.1021/ic00037a007,10.1021/ic00037a007,10.1021/ic00037a007
10.1021/ja410076f,"Kramm, UI, Lefèvre, M, Larouche, N, Schmeisser, D, Dodelet, J-P. Correlations between mass activity and physicochemical properties of Fe/N/C catalysts for the ORR in PEM fuel cell via, 57Fe Mössbauer spectroscopy and other techniques, J. Am. Chem. Soc, 2014, 136, 978, 985, DOI: 10.1021/ja410076f, PMID: 24345296",10.1021/ja410076f,10.1021/ja410076f,10.1021/ja410076f
10.1021/acsaem.8b00959,"Chen, Y, Matanovic, I, Weiler, E, Atanassov, P, Artyushkova, K. Mechanism of oxygen reduction reaction on transition metal–nitrogen–carbon catalysts: establishing the role of nitrogen-containing active sites, ACS Appl. Energy Mater, 2018, 1, 5948, 5953, DOI: 10.1021/acsaem.8b00959",10.1021/acsaem.8b00959,10.1021/acsaem.8b00959,10.1021/acsaem.8b00959
10.1002/anie.201604311,"Zagal, JH, Koper, MTM. Reactivity descriptors for the activity of molecular MN4 catalysts for the oxygen reduction reaction, Angew. Chem. Int. Ed, 2016, 55, 14510, 14521, DOI: 10.1002/anie.201604311",10.1002/anie.201604311,10.1002/anie.201604311,10.1002/anie.201604311
10.1149/2.032206esl,"Zagal, JH. A Possible Interpretation for the high catalytic activity of heat-treated non-precious metal Nx/C catalysts for O, 2 reduction in terms of their formal potentials, Electrochem. Solid-State Lett, 2012, 15, B90, DOI: 10.1149/2.032206esl",10.1149/2.032206esl,10.1149/2.032206esl,10.1149/2.032206esl
10.1149/1.2904768,"Bonakdarpour, A. Impact of Loading in RRDE Experiments on Fe–N–C Catalysts: Two-or Four-Electron Oxygen Reduction, Electrochem. Solid-State Lett, 2008, 11, B105, DOI: 10.1149/1.2904768",10.1149/1.2904768,10.1149/1.2904768,10.1149/1.2904768
10.1021/acscatal.5b00397,"Muthukrishnan, A, Nabae, Y, Okajima, T, Ohsaka, T. Kinetic approach to investigate the mechanistic pathways of oxygen reduction reaction on Fe-containing N-doped carbon catalysts, ACS Catal, 2015, 5, 5194, 5202, DOI: 10.1021/acscatal.5b00397",10.1021/acscatal.5b00397,10.1021/acscatal.5b00397,10.1021/acscatal.5b00397
10.1021/jacs.5b00359,"Rigsby, ML, Wasylenko, DJ, Pegis, ML, Mayer, JM. Medium effects are as important as catalyst design for selectivity in electrocatalytic oxygen reduction by iron–porphyrin complexes, J. Am. Chem. Soc, 2015, 137, 4296, 4299, DOI: 10.1021/jacs.5b00359, PMID: 25798713",10.1021/jacs.5b00359,10.1021/jacs.5b00359,10.1021/jacs.5b00359
10.1002/bbpc.19810850917,"van Veen, JAR. Oxygen reduction on transition-metal porphyrins in acid electrolyte I. Activity, Ber. Bunsenges. F.ür. Phys. Chem, 1981, 85, 693, 700, DOI: 10.1002/bbpc.19810850917",10.1002/bbpc.19810850917,10.1002/bbpc.19810850918,10.1002/bbpc.19810850917
10.1002/bbpc.19810850918,"van Veen, JAR, Colijn, HA. Oxygen reduction on transition-metal porphyrins in acid electrolyte II. Stability, Ber. Bunsenges. F.ür. Phys. Chem, 1981, 85, 700, 704, DOI: 10.1002/bbpc.19810850918",10.1002/bbpc.19810850918,10.1002/bbpc.19810850918,10.1002/bbpc.19810850918
10.1016/j.jelechem.2004.11.034,"Baranton, S, Coutanceau, C, Roux, C, Hahn, F, Léger, J-M. Oxygen reduction reaction in acid medium at iron phthalocyanine dispersed on high surface area carbon substrate: tolerance to methanol, stability and kinetics, J. Electroanal. Chem, 2005, 577, 223, 234, DOI: 10.1016/j.jelechem.2004.11.034",10.1016/j.jelechem.2004.11.034,10.1016/j.jelechem.2004.11.034,10.1016/j.jelechem.2004.11.034
10.1039/c8ee01855c,"Choi, CH. The Achilles’ heel of iron-based catalysts during oxygen reduction in an acidic medium, Energy Environ. Sci, 2018, 11, 3176, 3182, DOI: 10.1039/C8EE01855C",10.1039/c8ee01855c,10.1039/c8ee01855c,10.1039/c8ee01855c
10.1016/s0040-4039(03)01710-6,"Wang, W-J, Sengul, A, Luo, C-F, Kao, H-C, Cheng, Y-H. Facile one-step synthesis of a thia-bridged bis-1,10-phenanthroline macrocycle, Tetrahedron Lett, 2003, 44, 7099, 7101, DOI: 10.1016/S0040-4039(03)01710-6",10.1016/s0040-4039(03)01710-6,10.1016/s0040-4039(03)01710-6,10.1016/s0040-4039(03)01710-6
10.1016/j.tetlet.2009.01.138,"Krapcho, AP, Sparapani, S, Leenstra, A, Seitz, JD. Displacement reactions of 2-chloro-and 2,9-dichloro-1,10-phenanthroline: synthesis of a sulfur-bridged bis-1,10-phenanthroline macrocycle and a 2,2′-amino-substituted-bis-1,10-phenanthroline, Tetrahedron Lett, 2009, 50, 3195, 3197, DOI: 10.1016/j.tetlet.2009.01.138",10.1016/j.tetlet.2009.01.138,10.1016/j.tetlet.2009.01.138,10.1016/j.tetlet.2009.01.138
10.1080/00304948.2012.697745,"Guo, HC, Zheng, RH, Jiang, HJ. Improved synthesis of 2,9-dichloro-1,10-phenanthroline, Org. Prep. Proced. Int, 2012, 44, 392, 396, DOI: 10.1080/00304948.2012.697745",10.1080/00304948.2012.697745,10.1080/00304948.2012.697745,10.1080/00304948.2012.697745
10.1021/om400846f,"Annibale, VT, Batcup, R, Bai, T, Hughes, SJ, Song, D. RuCp* complexes of ambidentate 4,5-diazafluorene derivatives: from linkage isomers to coordination-driven self-assembly, Organometallics, 2013, 32, 6511, 6521, DOI: 10.1021/om400846f",10.1021/om400846f,10.1021/om400846f,10.1021/om400846f
,"Ogawa, S, Yamaguchi, T. & Gotoh, N. Synthesis of a novel macrocyclic compound and of its copper complex. J. Chem. Soc, Chem. Commun. 577–578 (1972).",10.1039/c39720000577,10.1039/c39720000577,10.1039/c39720000577
10.1016/0022-3697(82)90028-2,"Vaishnava, PP, Montano, PA. In situ Mössbauer spectroscopic study of iron III chloride intercalated in graphite under reaction conditions, J. Phys. Chem. Solids, 1982, 43, 809, 815, DOI: 10.1016/0022-3697(82)90028-2",10.1016/0022-3697(82)90028-2,10.1016/0022-3697(82)90028-2,10.1016/0022-3697(82)90028-2
,"Schlögl, R. & Jones, W. On the structure and properties of iron halide–graphite intercalates: a comparison of the reactivity of free and graphite-intercalated iron(III) chloride. J. Chem. Soc, Dalton Trans. 1283–1292 (1984).",10.1039/dt9840001283,10.1039/dt9840001283,10.1039/dt9840001283
10.1515/znb-1983-0414,"Kalz, W, Homborg, H. Eisen(III)phthalocyanine: Darstellung und spektroskopische Charakterisierung von [Fe(OR), 2Pc(—2)]− (R = H, CH, 3, C, 2H, 5, (CH, 3), 2CH, (CH, 3), 3C), (FePc(—2)), 2O und FeXPc(—2) (X = F, Cl, Br, I) Z, Für. Naturforsch. B, 1983, 38, 470, 484, DOI: 10.1515/znb-1983-0414",10.1515/znb-1983-0414,10.1515/znb-1983-0414,10.1515/znb-1983-0414
10.1021/jp203741y,"Ganguly, A, Sharma, S, Papakonstantinou, P, Hamilton, J. Probing the thermal deoxygenation of graphene oxide using high-resolution in situ X-ray-based spectroscopies, J. Phys. Chem. C, 2011, 115, 17009, 17019, DOI: 10.1021/jp203741y",10.1021/jp203741y,10.1021/jp203741y,10.1021/jp203741y
10.1080/00268976.2014.952696,"Shao, Y. Advances in molecular quantum chemistry contained in the Q-Chem 4 program package, Mol. Phys, 2015, 113, 184, 215, DOI: 10.1080/00268976.2014.952696",10.1063/5.0004608,EXCEPTION: 'title',10.1080/00268976.2014.952696
10.1063/1.1626543,"Staroverov, VN, Scuseria, GE, Tao, J, Perdew, JP. Comparative assessment of a new nonempirical density functional: molecules and hydrogen-bonded complexes, J. Chem. Phys, 2003, 119, 12129, DOI: 10.1063/1.1626543",10.1063/1.1795692,10.1063/1.1795692,10.1063/1.1795692
10.1063/1.1677527,"Hehre, WJ, Ditchfield, R, Pople, JA. Self-consistent molecular orbital methods. XII. Further extensions of Gaussian-type basis sets for use in molecular orbital studies of organic molecules, J. Chem. Phys, 1972, 56, 2257, DOI: 10.1063/1.1677527",10.1063/1.1677527,10.1063/1.1677527,10.1063/1.1677527
10.1063/1.1674902,"Ditchfield, R, Hehre, WJ, Pople, JA. Self-consistent molecular-orbital methods. IX. An extended Gaussian-type basis for molecular-orbital studies of organic molecules, J. Chem. Phys, 1971, 54, 724, DOI: 10.1063/1.1674902",10.1063/1.1674902,10.1063/1.1674902,10.1063/1.1674902
10.1002/jcc.540040303,"Clark, T, Chandrasekhar, J, Spitznagel, GW, Schleyer, PVR. Efficient diffuse function-augmented basis sets for anion calculations. III. The 3-21+G basis set for first-row elements, Li-F, J. Comput. Chem, 1983, 4, 294, 301, DOI: 10.1002/jcc.540040303",10.1002/jcc.540040303,10.1002/jcc.540040303,10.1002/jcc.540040303
10.1063/1.474659,"Cances, E, Mennucci, B, Tomasi, J. A new integral equation formalism for the polarizable continuum model: theoretical background and applications to isotropic and anisotropic dielectrics, J. Chem. Phys, 1997, 107, 3032, DOI: 10.1063/1.474659",10.1063/1.474659,10.1063/1.474659,10.1063/1.474659
10.1107/s0021889808012016,"Momma, K, Izumi, F. VESTA: a three-dimensional visualization system for electronic and structural analysis, J. Appl. Crystallogr, 2008, 41, 653, 658, DOI: 10.1107/S0021889808012016",10.1107/s0021889808012016,10.1107/s0021889808012016,10.1107/s0021889808012016
10.1021/acscatal.6b01581,"Zhou, R, Zheng, Y, Jaroniec, M, Qiao, S-Z. Determination of the electron transfer number for the oxygen reduction reaction: from theory to experiment, ACS Catal, 2016, 6, 4720, 4728, DOI: 10.1021/acscatal.6b01581",10.1021/acscatal.6b01581,10.1021/acscatal.6b01581,10.1021/acscatal.6b01581
,"Song, C. & Zhang, J. In PEM Fuel Cell Electrocatalysts and Catalyst Layers (ed. Zhang, J.) 89–134 (Springer London, 2008).",10.1007/978-1-84800-936-3,10.1007/978-1-84800-936-3,10.1007/978-1-84800-936-3
